,Unnamed: 0,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6921,6921,679,Spain,Female,39,7,91187.9,1,0,1,6075.36,0
780,780,639,France,Male,27,8,0.0,2,1,0,192247.35,0
1388,1388,630,France,Female,40,0,118633.08,1,0,1,60032.46,1
3798,3798,700,Spain,Female,43,0,0.0,2,1,0,59475.35,0
764,764,710,Germany,Male,43,2,140080.32,3,1,1,157908.19,1
3689,3689,703,France,Female,45,5,0.0,2,1,0,131906.44,0
8814,8814,740,France,Female,51,4,0.0,2,1,1,178929.84,0
3523,3523,835,France,Male,35,6,127120.07,1,1,0,28707.69,0
9887,9887,684,Spain,Male,24,8,143582.89,1,1,1,22527.27,0
2039,2039,579,Germany,Female,64,6,145215.43,1,1,1,164083.72,0
839,839,507,France,Male,36,4,83543.37,1,0,0,140134.43,0
5632,5632,644,France,Male,44,5,73348.56,1,1,0,157166.79,1
583,583,547,Germany,Female,30,9,72392.41,1,1,0,77077.14,0
3374,3374,735,Spain,Male,55,2,103176.62,1,0,1,163516.16,0
6350,6350,640,Germany,Male,48,1,111599.32,1,0,1,135995.58,0
2179,2179,745,Spain,Male,40,3,88466.82,1,0,0,116331.42,0
7972,7972,751,Germany,Male,36,5,73194.99,1,1,1,89222.66,0
5894,5894,583,France,Male,39,1,129299.28,2,1,0,73107.6,0
4818,4818,752,France,Female,36,1,86837.95,1,1,1,105280.55,0
8687,8687,667,Germany,Female,42,10,64404.26,2,0,0,26022.37,0
5557,5557,700,Germany,Female,39,5,144550.83,2,1,1,189664.43,0
1228,1228,659,France,Female,38,3,0.0,2,1,0,158553.1,0
6403,6403,850,Germany,Male,55,0,98710.89,1,1,1,83617.17,1
9728,9728,616,Germany,Female,43,7,95984.21,1,0,1,115262.54,1
8641,8641,604,Germany,Female,47,4,118907.6,1,0,1,47777.15,1
1340,1340,727,Spain,Male,43,2,97403.18,1,1,1,107415.02,1
1701,1701,792,France,Male,50,9,0.0,4,1,1,194700.81,1
3590,3590,677,France,Male,37,3,88363.03,1,0,1,117946.3,0
305,305,667,France,Male,31,1,119266.69,1,1,1,28257.63,0
5217,5217,724,France,Male,28,5,97612.12,1,1,1,96498.14,0
2541,2541,611,France,Female,61,3,131583.59,4,0,1,66238.23,1
6468,6468,767,France,Female,35,6,115576.44,1,0,1,27922.45,0
8013,8013,650,France,Male,32,2,84906.45,1,1,0,163216.48,0
3559,3559,650,France,Female,64,7,142028.36,1,1,0,32275.09,1
363,363,443,Germany,Female,29,9,99027.61,2,1,0,10940.4,0
3948,3948,748,Spain,Male,58,9,122330.7,2,0,1,124429.19,0
4634,4634,610,Spain,Female,45,3,0.0,1,1,0,38276.84,1
3669,3669,653,France,Male,29,2,0.0,2,1,1,41671.81,0
2248,2248,539,Spain,Female,37,1,130922.81,2,0,0,2186.83,0
4835,4835,561,Spain,Male,34,4,85141.79,2,1,1,29217.37,0
7648,7648,610,Spain,Female,31,5,0.0,2,0,0,63736.36,0
6808,6808,709,Germany,Male,30,9,115479.48,2,1,1,134732.99,0
8117,8117,624,Spain,Female,34,6,0.0,1,1,0,582.59,1
6500,6500,582,France,Female,43,5,153313.67,1,0,0,170563.73,0
6517,6517,628,Germany,Female,51,9,155903.82,2,1,1,71159.84,0
4044,4044,658,France,Male,32,8,0.0,1,1,1,80410.68,0
8689,8689,542,France,Male,67,10,129431.36,1,0,1,21343.74,0
3216,3216,579,Germany,Male,31,6,139729.54,1,0,1,135815.38,0
9809,9809,820,France,Female,39,1,104614.29,1,1,0,61538.43,1
2233,2233,565,Spain,Male,38,0,122447.76,1,0,0,67339.34,0
1373,1373,528,Germany,Female,46,9,135555.66,1,1,0,133146.03,1
4731,4731,705,France,Female,35,3,0.0,2,0,1,66331.01,0
523,523,696,Germany,Male,32,8,101160.99,1,1,1,115916.55,0
1794,1794,823,France,Male,38,1,0.0,2,1,0,156603.7,0
9242,9242,612,Germany,Male,32,9,106520.73,2,1,0,177092.16,0
4513,4513,696,France,Female,41,8,0.0,2,0,0,28276.83,0
1055,1055,545,Spain,Female,74,3,0.0,2,1,1,161326.73,0
234,234,585,France,Female,67,5,113978.97,2,0,1,93146.11,0
1881,1881,530,Spain,Female,36,2,0.0,2,1,1,14721.8,0
9135,9135,727,Spain,Female,49,7,96296.78,1,1,0,190457.87,1
447,447,501,France,Male,40,4,125832.2,1,1,1,100433.83,0
8719,8719,691,France,Female,44,6,134066.1,2,1,1,197572.41,0
1011,1011,719,Spain,Male,35,3,122964.88,1,1,1,138231.7,0
6024,6024,698,Spain,Male,27,6,125427.37,2,0,0,27654.44,0
1888,1888,429,France,Male,60,7,0.0,2,1,1,163691.48,0
2723,2723,614,France,Female,41,8,121558.46,1,1,1,598.8,0
7166,7166,618,Spain,Female,40,8,0.0,2,1,0,80204.38,0
5122,5122,655,France,Male,27,2,131691.33,1,1,0,49480.66,0
282,282,479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1
717,717,701,Spain,Female,42,5,0.0,2,0,0,24210.56,0
2732,2732,623,Germany,Female,48,1,108076.33,1,1,0,118855.26,1
7662,7662,809,Germany,Male,50,10,118098.62,1,1,1,100720.02,1
1885,1885,563,Spain,Male,32,6,0.0,2,1,1,19720.08,0
189,189,687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0
9566,9566,644,France,Male,37,6,117271.8,2,1,0,104217.96,1
3761,3761,682,France,Female,64,10,128306.7,1,0,1,66040.83,0
9209,9209,560,France,Male,24,1,116084.32,1,1,0,89734.7,0
5110,5110,682,France,Female,33,8,74963.5,1,1,1,32770.56,0
1105,1105,514,France,Female,46,3,106511.85,1,1,0,55072.32,0
184,184,804,France,Female,50,4,0.0,1,1,1,8546.87,1
5910,5910,481,France,Female,39,6,0.0,1,1,1,24677.54,0
9966,9966,479,Spain,Male,35,4,125920.98,1,1,1,20393.44,0
378,378,629,Spain,Female,30,2,34013.63,1,1,0,19570.63,0
8939,8939,772,France,Male,34,9,0.0,2,1,0,170980.86,0
4996,4996,500,Germany,Male,44,9,160838.13,2,1,0,196261.64,0
2109,2109,596,Spain,Male,41,5,0.0,2,0,1,141053.85,0
454,454,758,France,Female,39,6,127357.76,1,0,1,56577.0,0
3835,3835,718,Germany,Female,39,7,93148.74,2,1,1,190746.38,0
6855,6855,622,France,Male,41,2,127087.06,1,1,0,102402.91,1
6901,6901,507,France,Female,31,0,106942.08,1,0,1,44001.11,0
8777,8777,603,Spain,Male,24,1,165149.13,2,1,0,21858.28,0
1093,1093,651,France,Male,40,4,0.0,2,1,1,147715.83,0
5515,5515,527,Germany,Female,28,2,123802.98,2,1,1,155846.69,0
233,233,767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0
9092,9092,781,France,Male,38,2,117810.79,1,0,1,65632.33,1
3670,3670,850,France,Male,28,4,0.0,2,1,1,12409.01,0
3600,3600,506,France,Female,57,6,0.0,2,0,1,194421.12,1
7324,7324,607,France,Female,39,10,0.0,3,1,0,132741.13,1
7497,7497,698,France,Male,27,7,0.0,2,1,0,111471.55,0
7699,7699,605,Spain,Female,36,9,0.0,2,0,1,35521.63,0
4503,4503,656,France,Male,33,7,138705.02,2,1,0,37136.15,0
4130,4130,554,France,Male,39,2,129709.62,1,1,0,173197.12,0
3774,3774,850,France,Male,61,1,0.0,1,1,0,53067.83,1
8192,8192,589,France,Male,36,8,114435.47,1,1,0,26955.72,0
7340,7340,689,France,Male,39,4,0.0,2,1,0,196112.45,0
4544,4544,673,Spain,Male,39,8,138160.0,1,1,1,110468.51,0
7184,7184,720,Germany,Male,23,0,187861.18,2,1,1,104120.17,0
4879,4879,783,Spain,Female,44,3,81811.71,1,1,0,164213.53,1
5893,5893,605,Spain,Female,48,10,150315.92,1,0,1,133486.36,0
3807,3807,470,France,Male,30,3,101140.76,1,1,1,50906.65,0
9004,9004,708,Spain,Male,33,3,0.0,2,1,0,138613.21,0
2447,2447,621,France,Male,26,2,75237.54,1,0,1,44220.4,0
6568,6568,724,Germany,Male,54,8,172192.49,1,1,1,136902.01,0
5808,5808,684,France,Male,60,2,116563.58,1,1,0,120257.7,1
5575,5575,656,France,Male,40,2,0.0,2,1,1,180553.48,0
3375,3375,777,France,Female,58,4,0.0,1,1,1,62449.07,1
2104,2104,768,France,Male,42,5,0.0,3,0,0,60686.4,0
5160,5160,510,France,Male,44,6,0.0,2,1,1,175518.31,0
4692,4692,602,Spain,Male,30,9,113672.18,2,0,0,102135.92,0
8523,8523,690,Germany,Female,54,1,144027.8,1,1,1,108731.02,1
2731,2731,670,France,Female,33,7,0.0,2,1,1,88187.81,0
3758,3758,514,France,Male,38,4,112230.38,1,1,0,16717.11,1
3676,3676,687,France,Female,31,2,0.0,2,0,1,145411.39,0
8854,8854,674,Spain,Female,39,6,0.0,2,1,1,9574.83,0
9902,9902,730,France,Female,27,7,0.0,2,1,0,144099.48,0
8036,8036,555,Spain,Male,21,1,0.0,2,0,0,103901.35,0
9358,9358,837,France,Female,29,9,0.0,2,1,1,41866.26,0
91,91,808,France,Male,45,7,118626.55,2,1,0,147132.46,0
2900,2900,626,Spain,Female,26,8,148610.41,3,0,1,104502.02,1
4110,4110,558,France,Male,40,6,0.0,2,1,0,173844.89,0
7792,7792,590,France,Male,40,8,0.0,2,1,0,62933.03,0
1210,1210,711,France,Male,51,7,0.0,3,1,0,38409.79,1
3886,3886,710,Germany,Male,34,8,147833.3,2,0,1,1561.58,0
9865,9865,591,France,Male,49,3,0.0,2,1,0,50123.44,0
9333,9333,755,France,Female,78,5,121206.96,1,1,1,76016.49,0
5731,5731,674,France,Male,45,7,144889.18,1,1,1,102591.9,1
7710,7710,506,France,Female,40,3,0.0,1,1,1,144345.58,0
3997,3997,665,France,Male,39,10,46323.57,1,1,0,136812.02,0
5275,5275,683,France,Female,42,8,0.0,2,0,1,198134.9,0
6095,6095,600,Spain,Male,37,8,177657.35,1,1,1,77142.32,0
7164,7164,780,Germany,Male,34,5,94108.54,2,1,0,177235.21,0
3103,3103,655,France,Female,47,10,0.0,2,1,0,167778.62,0
6114,6114,627,France,Female,44,5,0.0,2,1,0,82969.61,1
5582,5582,534,France,Male,38,3,0.0,1,0,0,143938.27,0
7688,7688,713,Germany,Male,45,4,131038.14,1,1,0,74005.04,1
7090,7090,601,France,Male,47,1,64430.06,2,0,1,96517.97,0
6079,6079,609,Germany,Male,31,9,103837.75,1,1,1,150218.11,0
1267,1267,837,Germany,Male,38,2,126732.85,1,1,1,79577.38,0
5843,5843,710,France,Male,21,4,109130.96,2,1,1,56191.99,0
4915,4915,710,France,Male,45,1,0.0,2,1,1,36154.66,0
6784,6784,728,Germany,Female,32,9,127772.1,2,1,1,152643.48,0
6159,6159,756,Germany,Female,26,5,155143.52,1,0,1,135034.57,1
6243,6243,608,Germany,Male,33,1,102772.67,2,1,0,70705.58,0
8823,8823,675,Spain,Female,50,1,133204.91,1,0,1,8270.06,0
4342,4342,554,Spain,Male,30,6,135370.12,1,1,1,179689.05,1
8584,8584,731,France,Male,19,6,0.0,2,1,1,151581.79,0
6740,6740,670,Germany,Female,40,2,147171.2,1,0,1,69850.04,0
3522,3522,659,France,Female,38,9,0.0,2,1,1,132809.18,0
8135,8135,710,Germany,Female,24,7,103099.17,2,1,0,173276.62,0
3161,3161,470,Spain,Male,34,9,0.0,2,0,1,89013.67,0
118,118,524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1
5022,5022,734,France,Male,45,2,0.0,2,1,0,99593.28,0
4313,4313,646,Spain,Male,69,10,115462.44,1,1,0,40421.87,0
1835,1835,696,Germany,Male,38,6,142316.14,1,1,1,8018.49,0
4850,4850,516,France,Male,27,9,0.0,1,1,0,142680.64,1
4517,4517,750,Spain,Female,39,7,119565.92,1,1,0,87067.73,0
7532,7532,760,Spain,Female,33,1,118114.28,2,0,1,156660.21,0
191,191,512,France,Female,36,3,84327.77,2,1,0,17675.36,0
6110,6110,593,France,Male,31,9,0.0,2,0,1,20492.16,0
5460,5460,661,Germany,Male,41,5,122552.48,2,0,1,120646.4,0
2978,2978,580,France,Female,35,1,102097.33,1,0,1,168285.85,0
3305,3305,786,France,Female,62,8,0.0,1,1,1,165702.64,0
7261,7261,726,France,Female,53,1,113537.73,1,0,1,28367.21,0
5895,5895,738,Germany,Male,37,7,140950.92,2,1,0,195333.98,0
3478,3478,537,France,Male,28,3,157842.07,1,1,0,86911.49,0
8488,8488,592,Germany,Female,70,5,71816.74,2,1,0,105096.82,1
1059,1059,850,France,Male,38,7,80293.98,1,0,0,126555.74,0
1802,1802,683,Spain,Female,24,8,98567.1,1,1,0,187987.01,0
7020,7020,651,France,Male,28,7,0.0,2,1,0,823.96,0
6111,6111,648,France,Male,23,9,168372.52,1,1,0,134676.72,0
1337,1337,710,Germany,Female,30,10,133537.1,2,1,0,155593.74,0
1066,1066,731,France,Female,52,10,0.0,1,1,1,24998.75,1
4737,4737,791,France,Male,36,6,111168.97,1,1,1,189969.91,0
131,131,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0
6826,6826,547,France,Female,51,1,0.0,2,1,1,56908.41,0
1589,1589,675,Germany,Male,36,7,89409.95,1,1,1,149399.7,0
4869,4869,669,France,Male,50,4,149713.61,3,1,1,124872.42,1
8700,8700,709,Germany,Male,23,8,73314.04,2,1,0,63446.47,0
1281,1281,790,Spain,Male,46,8,182364.53,1,0,0,139266.48,1
1754,1754,724,Germany,Male,33,5,103564.83,2,1,0,121085.72,0
8352,8352,587,Germany,Female,49,7,155393.98,2,1,0,13308.2,1
3377,3377,665,Germany,Female,37,3,111911.63,1,1,1,110359.68,1
6886,6886,733,Germany,Male,45,2,113939.36,2,1,0,3218.71,0
2051,2051,712,France,Female,37,1,106881.5,2,0,0,169386.81,0
2328,2328,706,Spain,Male,29,2,0.0,2,1,1,18255.51,0
9235,9235,462,France,Male,27,4,176913.52,1,1,0,80587.27,0
6665,6665,506,Spain,Male,32,8,0.0,2,0,1,182692.8,0
5916,5916,633,Spain,Female,39,2,0.0,2,0,0,191207.03,0
9791,9791,825,Germany,Female,35,6,118336.95,1,1,0,26342.33,1
2605,2605,635,Spain,Female,34,5,98683.47,2,1,0,15733.19,0
6570,6570,685,Spain,Male,38,4,0.0,2,1,1,35884.91,0
969,969,649,Germany,Male,70,9,116854.71,2,0,1,107125.79,0
2223,2223,722,France,Male,34,8,0.0,2,1,1,133447.49,0
6495,6495,617,Germany,Female,39,5,83348.89,3,1,0,7953.62,1
6811,6811,779,France,Female,42,5,0.0,2,0,0,25951.91,0
9505,9505,651,France,Male,28,10,79562.98,1,1,1,74687.37,0
7857,7857,850,France,Male,27,6,96654.72,2,0,0,152740.16,0
7283,7283,667,France,Male,31,3,99513.91,1,1,1,189657.26,0
4763,4763,752,France,Male,38,0,145974.79,2,1,1,137694.23,0
70,70,738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1
9701,9701,678,Spain,Male,38,3,124483.53,1,1,0,126253.31,0
3280,3280,583,France,Female,57,3,238387.56,1,0,1,147964.99,1
5507,5507,583,Spain,Female,40,3,54428.37,1,1,0,109638.78,1
7460,7460,647,Germany,Male,30,6,143138.91,2,1,0,2955.46,0
2199,2199,762,France,Male,29,6,141389.06,1,1,0,54122.89,0
7883,7883,551,France,Female,45,6,0.0,2,1,1,51143.43,0
4500,4500,771,Germany,Male,32,9,77487.2,1,0,0,33143.04,0
3922,3922,539,France,Male,39,3,139153.68,2,1,0,147662.33,0
8944,8944,551,Spain,Male,49,1,150777.72,2,1,1,135757.27,0
2120,2120,618,Germany,Female,54,4,118449.21,1,1,1,133573.29,1
2867,2867,559,Spain,Female,27,1,0.0,1,0,1,1050.33,0
7692,7692,634,Germany,Male,74,5,108891.7,1,1,0,10078.02,0
6312,6312,658,Germany,Female,28,9,152812.58,1,1,0,166682.57,0
2046,2046,520,Germany,Male,34,8,120018.86,2,1,1,343.38,0
9270,9270,499,France,Female,21,3,176511.08,1,1,1,153920.22,0
4371,4371,563,France,Female,35,2,183572.84,1,1,1,66006.75,1
5905,5905,511,France,Female,30,5,0.0,2,1,0,143994.86,0
4625,4625,510,France,Female,45,10,103821.47,2,0,1,77878.62,0
122,122,656,France,Female,39,6,0.0,2,1,0,141069.88,0
5711,5711,617,France,Female,35,2,104508.1,1,1,1,147636.46,0
7288,7288,571,France,Female,30,4,85755.86,1,1,0,145115.95,0
7063,7063,580,Germany,Male,76,2,130334.84,2,1,1,51672.08,0
4799,4799,551,France,Male,52,1,0.0,1,0,0,63584.55,1
4875,4875,571,France,Female,33,9,102017.25,2,0,0,128600.49,0
5309,5309,684,Spain,Female,36,5,174180.39,1,1,0,119830.08,0
1551,1551,730,Spain,Female,52,7,0.0,2,0,1,122398.84,0
266,266,498,France,Male,34,2,0.0,2,1,1,148528.24,0
8869,8869,669,France,Female,41,0,150219.41,2,0,0,107839.03,0
1052,1052,607,Germany,Male,38,3,98205.77,1,1,0,176318.27,0
6074,6074,811,France,Female,45,5,0.0,2,1,1,146123.19,0
626,626,427,France,Male,29,1,141325.56,1,1,1,93839.3,0
5482,5482,603,Spain,Male,46,2,0.0,2,1,0,174478.54,0
2588,2588,741,France,Male,32,5,0.0,1,1,1,64839.23,0
7904,7904,449,Spain,Male,32,0,155619.36,1,1,1,166692.03,0
4864,4864,737,France,Male,54,9,0.0,1,1,0,83470.4,1
3014,3014,628,Spain,Male,43,3,184926.61,1,1,0,122937.57,0
7438,7438,528,France,Female,32,4,85615.66,2,1,0,156192.43,0
8772,8772,768,France,Male,30,6,0.0,2,1,1,199454.37,0
2805,2805,688,France,Female,51,5,0.0,1,1,0,91624.11,1
2503,2503,476,France,Female,32,6,111871.93,1,0,0,112132.86,0
8707,8707,443,France,Female,35,9,108308.0,1,1,0,129031.19,1
9366,9366,736,France,Female,36,6,0.0,1,1,0,70496.66,0
9132,9132,635,France,Female,33,5,0.0,2,1,0,122949.71,0
6484,6484,719,Spain,Male,44,2,0.0,2,1,0,196582.19,0
7994,7994,519,Germany,Female,21,1,151701.45,3,1,1,170138.68,1
6323,6323,550,France,Male,34,8,122359.5,1,0,0,116495.55,0
4424,4424,601,Germany,Female,47,1,142802.02,1,1,1,57553.02,0
9421,9421,613,France,Male,34,5,144094.2,1,1,0,44510.26,0
968,968,544,France,Male,37,3,84496.71,1,0,0,79972.09,0
9548,9548,569,France,Male,43,7,0.0,2,1,0,52534.81,0
1419,1419,535,France,Female,44,2,114427.86,1,1,1,136330.26,0
5200,5200,512,Germany,Male,42,9,93955.83,2,1,0,14828.54,0
2634,2634,661,Spain,Female,42,9,75361.44,1,1,0,27608.12,1
836,836,694,Spain,Female,37,3,0.0,2,1,1,147012.22,0
6989,6989,700,France,Female,36,4,0.0,2,1,0,130789.15,0
2923,2923,705,Germany,Male,41,4,72252.64,2,1,1,142514.66,0
6554,6554,520,France,Male,31,4,93249.4,1,1,0,77335.75,0
8321,8321,586,France,Male,64,1,0.0,2,1,1,53710.23,0
1023,1023,642,France,Male,32,3,0.0,2,1,1,88698.83,0
6713,6713,586,France,Female,46,0,0.0,3,0,1,131553.82,1
792,792,850,Germany,Female,48,6,111962.99,1,1,0,111755.8,0
3696,3696,595,France,Female,39,7,120962.13,1,0,0,23305.01,0
9721,9721,560,France,Female,38,5,83714.41,1,1,1,33245.97,0
7047,7047,785,Spain,Female,31,2,121691.54,2,0,0,81778.72,0
3652,3652,542,France,Male,34,8,101116.06,1,1,0,196395.05,0
4146,4146,658,France,Female,24,2,0.0,2,1,1,84694.49,0
7890,7890,565,France,Male,49,7,0.0,2,1,1,89609.26,0
7102,7102,519,France,Male,39,2,112957.26,2,1,0,97593.16,0
9853,9853,719,Spain,Male,37,10,145382.61,1,1,0,80408.59,0
5577,5577,592,France,Female,62,5,0.0,1,1,1,100941.57,0
759,759,664,France,Male,58,5,98668.18,1,1,1,60887.58,0
6368,6368,663,Spain,Male,52,0,136298.65,1,1,0,144593.3,1
1238,1238,746,France,Male,24,3,137492.35,2,0,1,170142.09,0
2736,2736,741,Germany,Male,36,8,116993.43,2,1,0,168816.22,0
3396,3396,581,France,Male,71,4,0.0,2,1,1,197562.08,0
2321,2321,545,Germany,Male,45,6,93796.42,2,1,1,162321.26,0
5641,5641,675,Germany,Male,42,2,92616.64,2,1,0,8567.18,0
703,703,574,Spain,Male,36,1,0.0,2,0,1,71709.12,0
7581,7581,708,Germany,Male,42,9,176702.36,2,1,1,104804.74,0
1384,1384,582,Spain,Female,46,8,67563.31,1,1,0,44506.09,1
4067,4067,565,Germany,Female,32,4,90322.99,2,0,1,118740.37,0
7552,7552,636,Spain,Male,76,9,126534.6,1,1,1,39789.62,0
9756,9756,648,Spain,Female,43,7,81153.82,1,1,1,144532.85,1
7553,7553,719,Spain,Female,35,8,0.0,1,1,1,165162.4,0
7639,7639,541,France,Male,46,6,0.0,2,1,1,83456.67,0
3775,3775,528,Germany,Male,22,5,93547.23,2,0,1,961.57,0
4204,4204,573,France,Male,27,2,128243.03,1,1,1,11631.34,0
4145,4145,666,France,Female,33,2,147229.65,1,1,1,56410.17,0
4028,4028,463,Germany,Female,41,8,123151.51,2,1,0,70127.93,0
9745,9745,818,France,Male,36,4,0.0,2,1,1,8037.03,0
5107,5107,847,Spain,Female,37,9,112712.17,1,1,0,116097.26,0
4255,4255,490,France,Male,29,4,0.0,2,1,0,32089.57,0
4133,4133,704,Spain,Male,33,3,0.0,2,1,0,73018.74,0
7015,7015,572,France,Female,30,6,0.0,1,0,1,175025.27,0
1867,1867,715,France,Female,33,3,85227.84,1,1,1,68087.15,0
1506,1506,747,France,Male,27,10,0.0,2,0,0,13007.89,0
6491,6491,687,France,Female,30,6,0.0,2,0,0,179206.92,0
1950,1950,680,France,Female,37,10,123806.28,1,1,0,81776.84,1
7738,7738,561,France,Male,33,6,0.0,2,0,0,173680.39,0
5157,5157,699,Spain,Female,50,0,158633.61,1,1,0,193785.87,0
8477,8477,556,Germany,Male,42,0,115915.53,2,0,1,125435.47,1
484,484,615,Spain,Male,61,9,0.0,2,1,0,150227.85,1
7815,7815,583,France,Male,38,8,0.0,1,1,0,47848.56,0
1370,1370,769,France,Female,26,7,0.0,2,1,0,176843.53,0
3164,3164,665,France,Female,38,5,0.0,2,1,0,156439.56,0
8578,8578,495,France,Male,47,10,137682.68,1,1,0,71071.47,0
5952,5952,590,Spain,Male,29,10,0.0,1,1,1,51907.72,1
1318,1318,598,France,Female,43,5,0.0,3,1,1,100722.72,1
2730,2730,670,Spain,Male,30,3,133446.34,1,0,0,3154.95,0
4589,4589,615,France,Male,35,7,0.0,2,1,0,150784.29,0
3840,3840,739,Germany,Male,58,1,110597.76,1,0,1,160122.66,1
6378,6378,562,France,Male,37,2,0.0,1,0,1,52525.15,1
5330,5330,616,France,Male,29,9,0.0,1,1,1,166984.44,0
1586,1586,735,France,Female,33,4,0.0,2,1,0,149474.69,0
8880,8880,560,France,Male,49,4,0.0,1,1,1,100075.1,1
1887,1887,613,Spain,Male,34,8,117300.02,1,1,0,139410.08,0
7085,7085,725,France,Male,38,6,0.0,2,1,1,158697.28,0
9522,9522,418,France,Male,35,7,0.0,2,1,1,88878.15,0
1938,1938,518,France,Male,38,3,90957.81,1,0,1,162304.59,0
3355,3355,660,Germany,Male,24,5,85089.3,1,1,1,71638.0,0
2469,2469,727,Germany,Male,36,6,140418.81,1,1,1,113033.73,1
6472,6472,651,Germany,Female,34,10,148962.46,1,1,0,66389.43,1
3749,3749,427,France,Male,33,8,0.0,1,1,1,13858.95,0
4980,4980,628,Germany,Male,38,10,113525.84,1,1,0,46044.48,1
8370,8370,612,France,Male,32,3,121394.42,1,1,0,164081.42,0
4019,4019,620,Spain,Male,31,2,166833.86,2,1,1,135171.6,0
9446,9446,544,France,Male,30,4,73218.89,1,0,1,126796.69,0
9944,9944,744,Germany,Male,41,7,190409.34,2,1,1,138361.48,0
206,206,608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1
340,340,642,Germany,Female,40,6,129502.49,2,0,1,86099.23,1
5940,5940,849,France,Female,41,6,0.0,2,1,1,169203.51,1
5879,5879,683,France,Male,41,6,95696.52,2,1,1,184366.14,0
5600,5600,786,France,Male,37,7,165896.22,2,1,1,66977.68,0
5590,5590,775,Germany,Male,25,10,60205.2,2,1,0,14073.11,0
1760,1760,521,France,Male,38,5,110641.18,1,0,1,136507.69,1
3524,3524,763,France,Female,35,7,115651.6,2,1,1,104706.29,0
5366,5366,670,Germany,Female,42,5,49508.79,3,1,1,100324.01,0
7140,7140,703,Spain,Male,39,6,152685.4,1,0,0,183656.12,0
3324,3324,808,Spain,Male,47,8,139196.0,1,0,1,74028.36,0
2247,2247,595,Germany,Female,41,2,138878.81,1,0,1,112269.67,0
6805,6805,614,France,Female,35,1,0.0,2,1,1,3342.62,0
4865,4865,590,France,Female,29,4,0.0,2,1,0,121846.81,0
8177,8177,678,Germany,Female,40,8,128644.46,1,0,0,167673.37,0
4745,4745,768,Germany,Male,49,1,133384.66,1,1,0,102397.22,1
7486,7486,814,France,Male,49,8,0.0,2,0,0,157822.54,0
4664,4664,697,France,Female,23,10,0.0,2,1,1,79734.23,0
5503,5503,704,Spain,Male,24,10,122109.78,1,1,1,127654.37,0
961,961,685,Spain,Male,35,4,137948.51,1,1,0,113639.64,0
1831,1831,632,France,Female,36,7,0.0,2,1,1,52526.65,0
7926,7926,567,Spain,Female,54,5,92316.31,2,1,0,158590.66,1
3833,3833,609,Germany,Male,38,6,140752.06,2,0,1,171430.16,0
154,154,614,France,Female,43,6,0.0,2,1,1,109041.53,0
1966,1966,681,Germany,Female,48,8,139480.18,1,1,1,163581.67,0
2985,2985,840,France,Male,30,8,136291.71,1,1,0,54113.38,0
434,434,683,France,Male,33,8,0.0,1,0,0,73564.44,0
8318,8318,520,France,Female,39,6,145644.05,1,0,0,104118.93,0
8758,8758,663,France,Male,34,10,0.0,1,1,1,114083.73,0
8741,8741,622,Spain,Female,23,8,0.0,2,1,1,131389.39,0
1780,1780,802,France,Male,33,8,0.0,2,1,0,143706.18,0
462,462,509,Spain,Female,25,3,108738.71,2,1,0,106920.57,0
2737,2737,472,France,Male,31,4,58662.92,2,0,1,73322.0,0
4109,4109,702,Germany,Male,28,1,103033.83,1,1,1,40321.87,0
9348,9348,664,France,Female,34,7,93920.47,1,0,0,179913.98,0
88,88,646,France,Female,46,4,0.0,3,1,0,93251.42,1
7668,7668,526,Germany,Male,61,6,133845.28,2,1,1,45180.8,0
1534,1534,573,Germany,Female,47,4,152522.47,1,0,1,164038.07,1
2603,2603,643,Germany,Female,34,7,160426.07,1,0,1,188533.11,0
4807,4807,611,France,Male,28,2,0.0,2,0,0,25395.83,0
6261,6261,708,Spain,Female,35,8,122570.69,1,0,0,199005.88,0
4622,4622,564,Spain,Male,48,5,132876.23,1,1,0,79259.77,0
1153,1153,755,Germany,Female,45,7,135643.0,1,0,0,143619.52,1
3950,3950,794,Spain,Female,28,5,0.0,2,0,1,86699.98,0
310,310,652,France,Female,80,4,0.0,2,1,1,188603.07,0
6742,6742,678,France,Female,26,1,0.0,2,1,0,45443.68,0
609,609,698,Germany,Female,51,2,111018.98,1,1,0,86410.28,0
2719,2719,569,Germany,Female,42,9,146100.75,1,1,0,32574.01,1
